# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2160650	2162173	-	AQQ60322.1			flagellar basal body rod modification protein			XJ32_09730	1524	507	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2162415	2163008	+							XJ32_09735	594		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2162415	2163008	+	AQQ60323.1			hypothetical protein			XJ32_09735	594	197	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2163167	2163997	-							XJ32_09740	831		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2163167	2163997	-	AQQ60324.1			serine acetyltransferase			XJ32_09740	831	276	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2164036	2165358	-				hypothetical protein			XJ32_09745	1323		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2166592	2168664	-							XJ32_09750	2073		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2166592	2168664	-	AQQ60325.1			penicillin-binding protein			XJ32_09750	2073	690	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2169034	2169225	-							XJ32_09755	192		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2169034	2169225	-	AQQ60326.1			50S ribosomal protein L28			XJ32_09755	192	63	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2169292	2169807	-							XJ32_09760	516		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2169292	2169807	-	AQQ60327.1			peptide deformylase			XJ32_09760	516	171	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2169938	2170756	+							XJ32_09765	819		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2169938	2170756	+	AQQ60328.1			hydrolase TatD			XJ32_09765	819	272	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2170833	2171546	-							XJ32_09770	714		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2170833	2171546	-	AQQ60329.1			hypothetical protein			XJ32_09770	714	237	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2171573	2172454	-							XJ32_09775	882		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2171573	2172454	-	AQQ60330.1			geranyl transferase			XJ32_09775	882	293	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2172643	2174088	-							XJ32_09780	1446		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2172643	2174088	-	AQQ60331.1			exodeoxyribonuclease VII large subunit			XJ32_09780	1446	481	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2174107	2175264	-							XJ32_09785	1158		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2174107	2175264	-	AQQ60332.1			cell division protein FtsW			XJ32_09785	1158	385	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2175615	2176754	-							XJ32_09790	1140		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2175615	2176754	-	AQQ60333.1			rod shape-determining protein RodA			XJ32_09790	1140	379	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2176975	2179158	+							XJ32_09795	2184		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2176975	2179158	+	AQQ60756.1			DNA topoisomerase I			XJ32_09795	2184	727	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2179317	2179661	+							XJ32_09800	345		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2179317	2179661	+	AQQ60757.1			L-aspartate 1-decarboxylase			XJ32_09800	345	114	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2179661	2179963	+							XJ32_09805	303		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2179661	2179963	+	AQQ60334.1			nucleoid-associated protein			XJ32_09805	303	100	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2180256	2181650	+							XJ32_09810	1395		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2180256	2181650	+	AQQ60758.1			hypothetical protein			XJ32_09810	1395	464	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2181756	2182799	+							XJ32_09815	1044		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2181756	2182799	+	AQQ60759.1			histidine kinase			XJ32_09815	1044	347	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2183051	2184616	+							XJ32_09820	1566		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2183051	2184616	+	AQQ60335.1			ATPase AAA			XJ32_09820	1566	521	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2184641	2188477	+							XJ32_09825	3837		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2184641	2188477	+	AQQ60336.1			hypothetical protein			XJ32_09825	3837	1278	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2188474	2190048	+							XJ32_09830	1575		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2188474	2190048	+	AQQ60337.1			hypothetical protein			XJ32_09830	1575	524	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2190045	2192036	+							XJ32_09835	1992		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2190045	2192036	+	AQQ60338.1			hypothetical protein			XJ32_09835	1992	663	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2192039	2192734	+							XJ32_09840	696		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2192039	2192734	+	AQQ60339.1			hypothetical protein			XJ32_09840	696	231	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2192746	2192949	+							XJ32_09845	204		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2192746	2192949	+	AQQ60340.1			hypothetical protein			XJ32_09845	204	67	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2192946	2193368	+							XJ32_09850	423		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2192946	2193368	+	AQQ60341.1			hypothetical protein			XJ32_09850	423	140	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2193379	2193741	+							XJ32_09855	363		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2193379	2193741	+	AQQ60342.1			hypothetical protein			XJ32_09855	363	120	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2193738	2194391	+							XJ32_09860	654		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2193738	2194391	+	AQQ60343.1			hypothetical protein			XJ32_09860	654	217	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2194632	2195528	+							XJ32_09865	897		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2194632	2195528	+	AQQ60344.1			hypothetical protein			XJ32_09865	897	298	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2195537	2195995	+				hypothetical protein			XJ32_09870	459		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2196208	2196930	+							XJ32_09875	723		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2196208	2196930	+	AQQ60345.1			carbonic anhydrase			XJ32_09875	723	240	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2197139	2198809	+							XJ32_09880	1671		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2197139	2198809	+	AQQ60346.1			hypothetical protein			XJ32_09880	1671	556	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2199247	2200218	+							XJ32_09885	972		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2199247	2200218	+	AQQ60347.1			magnesium transporter			XJ32_09885	972	323	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2200690	2201838	-							XJ32_09890	1149		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2200690	2201838	-	AQQ60760.1			aminotransferase			XJ32_09890	1149	382	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2202171	2203028	-							XJ32_09895	858		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2202171	2203028	-	AQQ60348.1			chromosome partitioning protein ParB			XJ32_09895	858	285	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2203030	2203821	-							XJ32_09900	792		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2203030	2203821	-	AQQ60349.1			sporulation initiation inhibitor Soj			XJ32_09900	792	263	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2203847	2204617	-							XJ32_09905	771		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2203847	2204617	-	AQQ60350.1			biotin--acetyl-CoA-carboxylase ligase			XJ32_09905	771	256	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2204620	2206452	-							XJ32_09910	1833		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2204620	2206452	-	AQQ60351.1			hypothetical protein			XJ32_09910	1833	610	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2206653	2207210	-							XJ32_09915	558		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2206653	2207210	-	AQQ60352.1			hypothetical protein			XJ32_09915	558	185	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2207254	2208648	+							XJ32_09920	1395		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2207254	2208648	+	AQQ60353.1			amidophosphoribosyltransferase			XJ32_09920	1395	464	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2208659	2209681	+							XJ32_09925	1023		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2208659	2209681	+	AQQ60354.1			radical SAM protein			XJ32_09925	1023	340	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2210050	2210235	+				histidinol-phosphate aminotransferase			XJ32_09930	186		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2210301	2211635	+							XJ32_09935	1335		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2210301	2211635	+	AQQ60355.1			glutamate--tRNA ligase			XJ32_09935	1335	444	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2211637	2211915	+							XJ32_09940	279		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2211637	2211915	+	AQQ60356.1			membrane protein			XJ32_09940	279	92	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2211942	2213801	+							XJ32_09945	1860		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2211942	2213801	+	AQQ60357.1			lytic murein transglycosylase			XJ32_09945	1860	619	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2213888	2214730	+							XJ32_09950	843		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2213888	2214730	+	AQQ60358.1			hypothetical protein			XJ32_09950	843	280	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2214825	2216501	+							XJ32_09955	1677		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2214825	2216501	+	AQQ60359.1			hypothetical protein			XJ32_09955	1677	558	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2216613	2218388	+							XJ32_09960	1776		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2216613	2218388	+	AQQ60360.1			hypothetical protein			XJ32_09960	1776	591	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2218692	2219546	+							XJ32_09965	855		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2218692	2219546	+	AQQ60361.1			methyltransferase			XJ32_09965	855	284	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2219604	2220371	+							XJ32_09970	768		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2219604	2220371	+	AQQ60362.1			methyltransferase			XJ32_09970	768	255	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2220399	2223422	+							XJ32_09975	3024		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2220399	2223422	+	AQQ60363.1			hypothetical protein			XJ32_09975	3024	1007	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2223449	2224270	+							XJ32_09980	822		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2223449	2224270	+	AQQ60364.1			hypothetical protein			XJ32_09980	822	273	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2224267	2225037	+							XJ32_09985	771		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2224267	2225037	+	AQQ60365.1			sugar nucleotidyltransferase			XJ32_09985	771	256	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2225039	2225536	+							XJ32_09990	498		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2225039	2225536	+	AQQ60366.1			adenylylsulfate kinase			XJ32_09990	498	165	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2225839	2227221	+							XJ32_09995	1383		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2225839	2227221	+	AQQ60367.1			S-adenosylmethionine:tRNA ribosyltransferase-isomerase			XJ32_09995	1383	460	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2227275	2227874	+							XJ32_10000	600		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2227275	2227874	+	AQQ60368.1			hypothetical protein			XJ32_10000	600	199	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2227884	2228357	+							XJ32_10005	474		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2227884	2228357	+	AQQ60369.1			lipopolysaccharide transporter			XJ32_10005	474	157	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2228379	2229965	+							XJ32_10010	1587		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2228379	2229965	+	AQQ60370.1			mcp-domain signal transduction protein			XJ32_10010	1587	528	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2229984	2230709	+							XJ32_10015	726		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2229984	2230709	+	AQQ60371.1			membrane protein			XJ32_10015	726	241	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2230912	2231340	+							XJ32_10020	429		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2230912	2231340	+	AQQ60372.1			hypothetical protein			XJ32_10020	429	142	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2231475	2231945	-							XJ32_10025	471		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2231475	2231945	-	AQQ60373.1			GNAT family acetyltransferase			XJ32_10025	471	156	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2231966	2232982	-							XJ32_10030	1017		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2231966	2232982	-	AQQ60374.1			3'-5'-bisphosphate nucleotidase			XJ32_10030	1017	338	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2232984	2235101	-							XJ32_10035	2118		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2232984	2235101	-	AQQ60375.1			polyribonucleotide nucleotidyltransferase			XJ32_10035	2118	705	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2235540	2236832	-							XJ32_10040	1293		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2235540	2236832	-	AQQ60376.1			trigger factor			XJ32_10040	1293	430	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2236913	2238280	+							XJ32_10045	1368		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2236913	2238280	+	AQQ60377.1			ATP synthase			XJ32_10045	1368	455	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2238473	2238655	-							XJ32_10050	183		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2238473	2238655	-	AQQ60378.1			hypothetical protein			XJ32_10050	183	60	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2239145	2241150	-				chemotaxis protein			XJ32_10055	2006		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2241741	2242844	+							XJ32_10060	1104		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2241741	2242844	+	AQQ60379.1			lipoprotein			XJ32_10060	1104	367	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2242984	2243253	+							XJ32_10065	270		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2242984	2243253	+	AQQ60380.1			molecular chaperone GroES			XJ32_10065	270	89	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2243272	2244915	+					groEL		XJ32_10070	1644		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2243272	2244915	+	AQQ60381.1			molecular chaperone GroEL	groEL		XJ32_10070	1644	547	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2245401	2246000	+							XJ32_10075	600		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2245401	2246000	+	AQQ60382.1			hypothetical protein			XJ32_10075	600	199	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2246291	2248263	-				chemotaxis protein			XJ32_10080	1973		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2248792	2250057	+							XJ32_10085	1266		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2248792	2250057	+	AQQ60383.1			hypothetical protein			XJ32_10085	1266	421	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2250325	2251743	-							XJ32_10090	1419		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	2250325	2251743	-	AQQ60384.1			mannose-6-phosphate isomerase			XJ32_10090	1419	472	
